city,city_tier,platform_type,month_of_year,shield_score,daily_earnings,weekly_earnings,renewal_count,historical_payout_count,claim_frequency,flood_risk_score,aqi_risk_score,heat_risk_score,rainfall_risk_score,traffic_disruption_risk,social_disruption_risk,historical_disruption_freq,is_monsoon,is_heat_season,is_holiday_period,weekly_premium
Gorakhpur,Tier 4,Last-Mile Logistics,8,79,542.0,3252.0,15,7,0.467,0.586,0.446,0.684,0.532,0.182,0.053,0.268,1,0,0,58
Surat,Tier 2,Grocery Rider,1,65,805.0,4830.0,8,7,0.875,0.46,0.533,0.436,0.473,0.354,0.119,0.22,0,0,1,75
Chennai,Tier 1,Delivery Partner,7,81,909.0,5454.0,15,1,0.067,0.39,0.44,0.365,0.352,0.223,0.291,0.348,1,0,0,98
Gorakhpur,Tier 4,Construction Worker,11,69,1040.0,6240.0,1,2,2.0,0.501,0.339,0.633,0.512,0.194,0.142,0.285,0,0,1,49
Hyderabad,Tier 1,Domestic Worker,5,70,1009.0,6054.0,2,3,1.5,0.209,0.586,0.301,0.284,0.284,0.131,0.095,0,1,0,85
Chennai,Tier 1,Domestic Worker,7,80,1197.0,7182.0,19,3,0.158,0.292,0.512,0.431,0.351,0.397,0.157,0.174,1,0,0,106
Agra,Tier 3,Gig Driver,8,53,1035.0,6210.0,14,4,0.286,0.423,0.597,0.52,0.445,0.132,0.232,0.218,1,0,0,78
Gorakhpur,Tier 4,Gig Driver,5,96,941.0,5646.0,18,0,0.0,0.651,0.267,0.656,0.636,0.139,0.023,0.15,0,1,0,53
Bareilly,Tier 4,Construction Worker,2,80,1031.0,6186.0,24,3,0.125,0.579,0.31,0.487,0.554,0.317,0.035,0.116,0,0,0,49
Pune,Tier 2,Last-Mile Logistics,11,90,1199.0,7194.0,2,2,1.0,0.483,0.511,0.405,0.498,0.493,0.047,0.173,0,0,1,77
Ahmedabad,Tier 2,Grocery Rider,9,67,857.0,5142.0,2,2,1.0,0.397,0.396,0.391,0.391,0.113,0.01,0.3,1,0,0,72
Mumbai,Tier 1,Gig Driver,8,73,639.0,3834.0,22,7,0.318,0.435,0.465,0.357,0.479,0.521,0.074,0.291,1,0,0,99
Lucknow,Tier 2,Delivery Partner,4,57,507.0,3042.0,9,4,0.444,0.27,0.532,0.424,0.287,0.465,0.306,0.098,0,1,0,66
Coimbatore,Tier 3,Delivery Partner,11,60,1001.0,6006.0,7,4,0.571,0.564,0.689,0.417,0.513,0.241,0.105,0.124,0,0,1,65
Gorakhpur,Tier 4,Construction Worker,4,69,618.0,3708.0,13,1,0.077,0.64,0.312,0.644,0.583,0.344,0.013,0.069,0,1,0,54
Muzaffarpur,Tier 4,Grocery Rider,11,42,678.0,4068.0,4,4,1.0,0.675,0.205,0.616,0.704,0.38,0.375,0.066,0,0,1,52
Hyderabad,Tier 1,Delivery Partner,1,53,985.0,5910.0,5,4,0.8,0.445,0.464,0.414,0.42,0.383,0.186,0.342,0,0,1,93
Bareilly,Tier 4,Construction Worker,10,52,491.0,2946.0,9,7,0.778,0.488,0.256,0.513,0.524,0.381,0.209,0.084,0,0,1,49
Chennai,Tier 1,Gig Driver,12,77,454.0,2724.0,9,6,0.667,0.377,0.536,0.27,0.385,0.342,0.066,0.334,0,0,1,69
Jaipur,Tier 2,Domestic Worker,9,77,770.0,4620.0,15,7,0.467,0.353,0.513,0.436,0.324,0.356,0.323,0.188,1,0,0,86
Bangalore,Tier 1,Domestic Worker,1,64,532.0,3192.0,13,5,0.385,0.283,0.589,0.38,0.275,0.539,0.352,0.311,0,0,1,82
Bareilly,Tier 4,Last-Mile Logistics,1,68,1188.0,7128.0,2,3,1.5,0.643,0.207,0.466,0.625,0.555,0.215,0.199,0,0,1,49
Gorakhpur,Tier 4,Domestic Worker,1,75,1058.0,6348.0,24,4,0.167,0.545,0.394,0.691,0.511,0.362,0.115,0.288,0,0,1,51
Gorakhpur,Tier 4,Delivery Partner,3,94,1038.0,6228.0,15,8,0.533,0.549,0.429,0.583,0.51,0.448,0.317,0.145,0,0,0,54
Coimbatore,Tier 3,Last-Mile Logistics,3,67,547.0,3282.0,18,6,0.333,0.623,0.614,0.438,0.605,0.408,0.033,0.315,0,0,0,58
Bhopal,Tier 3,Delivery Partner,8,72,1174.0,7044.0,11,6,0.545,0.504,0.696,0.567,0.517,0.183,0.353,0.178,1,0,0,93
Surat,Tier 2,Last-Mile Logistics,11,86,975.0,5850.0,3,2,0.667,0.473,0.37,0.483,0.444,0.529,0.328,0.212,0,0,1,81
Surat,Tier 2,Gig Driver,12,59,777.0,4662.0,15,4,0.267,0.455,0.465,0.389,0.459,0.514,0.134,0.102,0,0,1,77
Patna,Tier 3,Domestic Worker,1,82,481.0,2886.0,14,1,0.071,0.46,0.485,0.487,0.459,0.474,0.26,0.236,0,0,1,53
Surat,Tier 2,Last-Mile Logistics,6,83,777.0,4662.0,3,6,2.0,0.495,0.509,0.332,0.513,0.263,0.275,0.071,1,1,0,83
Agra,Tier 3,Delivery Partner,11,75,582.0,3492.0,17,7,0.412,0.609,0.52,0.561,0.618,0.356,0.122,0.114,0,0,1,59
Indore,Tier 3,Delivery Partner,4,78,1097.0,6582.0,16,5,0.312,0.592,0.647,0.566,0.559,0.554,0.268,0.218,0,1,0,87
Bareilly,Tier 4,Gig Driver,11,70,768.0,4608.0,14,0,0.0,0.666,0.337,0.545,0.697,0.155,0.169,0.063,0,0,1,49
Pune,Tier 2,Last-Mile Logistics,9,75,624.0,3744.0,4,4,1.0,0.465,0.423,0.528,0.494,0.502,0.007,0.339,1,0,0,88
Coimbatore,Tier 3,Construction Worker,8,60,1064.0,6384.0,3,0,0.0,0.47,0.668,0.428,0.493,0.37,0.039,0.123,1,0,0,81
Bareilly,Tier 4,Grocery Rider,12,71,641.0,3846.0,5,4,0.8,0.6,0.274,0.525,0.614,0.124,0.361,0.306,0,0,1,49
Muzaffarpur,Tier 4,Delivery Partner,9,83,1114.0,6684.0,13,1,0.077,0.496,0.22,0.51,0.526,0.117,0.233,0.349,1,0,0,53
Ahmedabad,Tier 2,Delivery Partner,8,72,451.0,2706.0,3,2,0.667,0.458,0.5,0.329,0.422,0.555,0.268,0.299,1,0,0,89
Bhopal,Tier 3,Construction Worker,5,74,814.0,4884.0,16,4,0.25,0.508,0.529,0.509,0.535,0.401,0.357,0.183,0,1,0,75
Indore,Tier 3,Gig Driver,8,91,873.0,5238.0,7,7,1.0,0.576,0.509,0.528,0.529,0.292,0.195,0.246,1,0,0,75
Muzaffarpur,Tier 4,Grocery Rider,7,73,995.0,5970.0,6,8,1.333,0.577,0.359,0.468,0.545,0.281,0.189,0.064,1,0,0,60
Hyderabad,Tier 1,Delivery Partner,5,66,1177.0,7062.0,24,6,0.25,0.283,0.521,0.299,0.316,0.24,0.083,0.205,0,1,0,85
Surat,Tier 2,Domestic Worker,5,68,1042.0,6252.0,0,4,4.0,0.393,0.478,0.373,0.447,0.299,0.035,0.235,0,1,0,74
Lucknow,Tier 2,Domestic Worker,10,68,806.0,4836.0,21,7,0.333,0.469,0.473,0.476,0.521,0.166,0.11,0.168,0,0,1,65
Hyderabad,Tier 1,Gig Driver,9,50,1126.0,6756.0,15,5,0.333,0.379,0.552,0.327,0.423,0.578,0.328,0.05,1,0,0,126
Surat,Tier 2,Domestic Worker,9,66,606.0,3636.0,12,7,0.583,0.265,0.501,0.472,0.25,0.292,0.182,0.161,1,0,0,74
Surat,Tier 2,Grocery Rider,12,69,1001.0,6006.0,7,6,0.857,0.268,0.37,0.389,0.335,0.434,0.271,0.159,0,0,1,59
Ahmedabad,Tier 2,Gig Driver,1,70,909.0,5454.0,10,7,0.7,0.478,0.503,0.518,0.503,0.16,0.361,0.07,0,0,1,77
Patna,Tier 3,Gig Driver,11,58,409.0,2454.0,20,2,0.1,0.506,0.524,0.522,0.513,0.122,0.049,0.218,0,0,1,49
Bhopal,Tier 3,Delivery Partner,3,87,922.0,5532.0,16,5,0.312,0.611,0.623,0.507,0.617,0.238,0.123,0.287,0,0,0,57
Chennai,Tier 1,Gig Driver,2,88,1058.0,6348.0,16,7,0.438,0.414,0.629,0.358,0.404,0.391,0.148,0.23,0,0,0,90
Mumbai,Tier 1,Construction Worker,3,84,700.0,4200.0,13,2,0.154,0.242,0.508,0.286,0.307,0.273,0.062,0.058,0,0,0,65
Bangalore,Tier 1,Gig Driver,5,87,672.0,4032.0,10,6,0.6,0.218,0.502,0.328,0.264,0.403,0.146,0.115,0,1,0,77
Bangalore,Tier 1,Last-Mile Logistics,11,71,951.0,5706.0,17,6,0.353,0.235,0.521,0.257,0.262,0.582,0.154,0.062,0,0,1,81
Surat,Tier 2,Construction Worker,12,70,528.0,3168.0,24,7,0.292,0.256,0.539,0.415,0.259,0.55,0.046,0.337,0,0,1,60
Muzaffarpur,Tier 4,Delivery Partner,10,80,882.0,5292.0,2,3,1.5,0.657,0.446,0.522,0.687,0.295,0.154,0.152,0,0,1,49
Lucknow,Tier 2,Grocery Rider,12,57,843.0,5058.0,2,6,3.0,0.385,0.54,0.508,0.391,0.251,0.104,0.108,0,0,1,72
Chennai,Tier 1,Construction Worker,12,69,616.0,3696.0,3,7,2.333,0.442,0.539,0.337,0.456,0.17,0.178,0.238,0,0,1,76
Kolkata,Tier 1,Construction Worker,5,41,1195.0,7170.0,0,0,0.0,0.42,0.556,0.392,0.44,0.201,0.158,0.062,0,1,0,108
Surat,Tier 2,Delivery Partner,5,100,582.0,3492.0,11,5,0.455,0.491,0.577,0.481,0.495,0.535,0.052,0.287,0,1,0,77
Indore,Tier 3,Grocery Rider,4,75,621.0,3726.0,16,6,0.375,0.619,0.686,0.437,0.603,0.59,0.193,0.309,0,1,0,77
Gorakhpur,Tier 4,Construction Worker,3,50,629.0,3774.0,5,2,0.4,0.501,0.39,0.547,0.502,0.346,0.231,0.31,0,0,0,49
Bangalore,Tier 1,Domestic Worker,7,71,1062.0,6372.0,19,3,0.158,0.391,0.543,0.489,0.372,0.155,0.342,0.182,1,0,0,119
Bhopal,Tier 3,Domestic Worker,3,79,901.0,5406.0,7,7,1.0,0.632,0.455,0.519,0.638,0.461,0.277,0.09,0,0,0,55
Jaipur,Tier 2,Gig Driver,5,60,1044.0,6264.0,21,0,0.0,0.32,0.403,0.539,0.289,0.599,0.271,0.299,0,1,0,85
Coimbatore,Tier 3,Last-Mile Logistics,11,80,992.0,5952.0,17,2,0.118,0.436,0.638,0.592,0.458,0.483,0.338,0.234,0,0,1,68
Bangalore,Tier 1,Gig Driver,6,71,462.0,2772.0,18,4,0.222,0.302,0.502,0.267,0.307,0.155,0.323,0.334,1,1,0,77
Indore,Tier 3,Construction Worker,5,49,461.0,2766.0,14,4,0.286,0.525,0.649,0.577,0.478,0.136,0.161,0.139,0,1,0,65
Pune,Tier 2,Gig Driver,8,62,1043.0,6258.0,3,3,1.0,0.482,0.451,0.527,0.466,0.338,0.09,0.242,1,0,0,94
Patna,Tier 3,Domestic Worker,6,72,686.0,4116.0,18,4,0.222,0.562,0.481,0.622,0.556,0.325,0.234,0.237,1,1,0,76
Lucknow,Tier 2,Delivery Partner,11,74,594.0,3564.0,12,4,0.333,0.428,0.556,0.501,0.44,0.36,0.057,0.283,0,0,1,68
Mumbai,Tier 1,Domestic Worker,11,71,627.0,3762.0,24,0,0.0,0.233,0.557,0.264,0.285,0.259,0.0,0.203,0,0,1,57
Bareilly,Tier 4,Construction Worker,8,68,1071.0,6426.0,9,3,0.333,0.451,0.262,0.635,0.438,0.151,0.144,0.131,1,0,0,53
Bareilly,Tier 4,Last-Mile Logistics,4,66,1031.0,6186.0,20,3,0.15,0.673,0.308,0.677,0.643,0.582,0.036,0.256,0,1,0,69
Bareilly,Tier 4,Last-Mile Logistics,11,42,906.0,5436.0,24,2,0.083,0.626,0.201,0.492,0.635,0.433,0.386,0.278,0,0,1,49
Chennai,Tier 1,Construction Worker,11,73,638.0,3828.0,1,4,4.0,0.226,0.595,0.411,0.208,0.28,0.383,0.2,0,0,1,79
Coimbatore,Tier 3,Delivery Partner,10,54,567.0,3402.0,11,2,0.182,0.492,0.542,0.413,0.52,0.308,0.329,0.305,0,0,1,49
Bangalore,Tier 1,Last-Mile Logistics,6,79,778.0,4668.0,23,6,0.261,0.42,0.454,0.419,0.439,0.248,0.055,0.245,1,1,0,91
Kolkata,Tier 1,Grocery Rider,3,61,916.0,5496.0,17,5,0.294,0.299,0.578,0.3,0.358,0.244,0.147,0.067,0,0,0,80
Agra,Tier 3,Domestic Worker,5,72,614.0,3684.0,5,4,0.8,0.609,0.454,0.495,0.582,0.11,0.05,0.174,0,1,0,55
Bhopal,Tier 3,Last-Mile Logistics,12,41,825.0,4950.0,10,1,0.1,0.549,0.452,0.516,0.59,0.36,0.271,0.144,0,0,1,60
Coimbatore,Tier 3,Delivery Partner,3,80,817.0,4902.0,24,3,0.125,0.644,0.481,0.404,0.657,0.504,0.048,0.13,0,0,0,61
Patna,Tier 3,Domestic Worker,6,73,678.0,4068.0,2,6,3.0,0.493,0.45,0.475,0.508,0.587,0.339,0.057,1,1,0,79
Mumbai,Tier 1,Last-Mile Logistics,9,74,1024.0,6144.0,3,7,2.333,0.314,0.5,0.326,0.289,0.214,0.099,0.195,1,0,0,94
Nagpur,Tier 2,Construction Worker,12,69,446.0,2676.0,21,4,0.19,0.489,0.586,0.496,0.539,0.372,0.385,0.073,0,0,1,81
Gorakhpur,Tier 4,Gig Driver,11,56,557.0,3342.0,11,1,0.091,0.485,0.356,0.645,0.494,0.173,0.324,0.241,0,0,1,49
Ahmedabad,Tier 2,Gig Driver,1,90,608.0,3648.0,19,8,0.421,0.336,0.579,0.373,0.349,0.545,0.283,0.069,0,0,1,62
Surat,Tier 2,Domestic Worker,4,61,507.0,3042.0,20,1,0.05,0.489,0.482,0.36,0.49,0.44,0.03,0.132,0,1,0,81
Coimbatore,Tier 3,Construction Worker,5,69,837.0,5022.0,20,6,0.3,0.508,0.461,0.441,0.502,0.205,0.02,0.303,0,1,0,62
Chennai,Tier 1,Grocery Rider,1,66,1169.0,7014.0,1,4,4.0,0.249,0.638,0.499,0.295,0.591,0.228,0.128,0,0,1,108
Bhopal,Tier 3,Delivery Partner,2,96,458.0,2748.0,7,8,1.143,0.556,0.695,0.448,0.58,0.554,0.377,0.338,0,0,0,55
Hyderabad,Tier 1,Gig Driver,8,77,1006.0,6036.0,11,8,0.727,0.24,0.519,0.43,0.241,0.42,0.267,0.099,1,0,0,103
Indore,Tier 3,Domestic Worker,12,89,799.0,4794.0,23,2,0.087,0.403,0.452,0.489,0.455,0.214,0.254,0.117,0,0,1,49
Indore,Tier 3,Construction Worker,2,82,983.0,5898.0,15,6,0.4,0.424,0.557,0.407,0.43,0.431,0.047,0.137,0,0,0,53
Jaipur,Tier 2,Delivery Partner,12,80,1195.0,7170.0,11,3,0.273,0.261,0.54,0.393,0.274,0.477,0.367,0.335,0,0,1,72
Coimbatore,Tier 3,Gig Driver,4,49,1030.0,6180.0,11,1,0.091,0.463,0.591,0.49,0.482,0.22,0.077,0.325,0,1,0,71
Nagpur,Tier 2,Domestic Worker,11,72,577.0,3462.0,11,0,0.0,0.26,0.359,0.344,0.321,0.241,0.38,0.224,0,0,1,49
Patna,Tier 3,Last-Mile Logistics,4,95,813.0,4878.0,3,7,2.333,0.59,0.521,0.488,0.62,0.573,0.357,0.176,0,1,0,67
Bangalore,Tier 1,Construction Worker,4,70,798.0,4788.0,20,0,0.0,0.251,0.548,0.297,0.259,0.528,0.083,0.071,0,1,0,94
Delhi,Tier 1,Last-Mile Logistics,4,40,1049.0,6294.0,4,3,0.75,0.409,0.483,0.423,0.445,0.427,0.061,0.313,0,1,0,108
Bangalore,Tier 1,Domestic Worker,4,50,740.0,4440.0,18,3,0.167,0.209,0.432,0.441,0.188,0.308,0.209,0.066,0,1,0,82
Ahmedabad,Tier 2,Last-Mile Logistics,3,58,584.0,3504.0,19,0,0.0,0.25,0.532,0.542,0.247,0.432,0.297,0.305,0,0,0,65
Jaipur,Tier 2,Grocery Rider,3,51,660.0,3960.0,17,4,0.235,0.428,0.554,0.345,0.422,0.551,0.323,0.345,0,0,0,74
Kolkata,Tier 1,Delivery Partner,11,64,873.0,5238.0,0,2,2.0,0.365,0.42,0.386,0.399,0.184,0.312,0.225,0,0,1,81
Mumbai,Tier 1,Last-Mile Logistics,4,79,637.0,3822.0,18,5,0.278,0.379,0.59,0.276,0.392,0.354,0.148,0.33,0,1,0,83
Mumbai,Tier 1,Grocery Rider,5,78,971.0,5826.0,1,2,2.0,0.315,0.63,0.424,0.356,0.531,0.11,0.292,0,1,0,109
Indore,Tier 3,Domestic Worker,2,65,668.0,4008.0,23,1,0.043,0.645,0.664,0.575,0.653,0.381,0.379,0.199,0,0,0,67
Bhopal,Tier 3,Gig Driver,6,58,1029.0,6174.0,16,1,0.062,0.584,0.546,0.406,0.609,0.106,0.281,0.341,1,1,0,75
Coimbatore,Tier 3,Domestic Worker,4,53,964.0,5784.0,19,0,0.0,0.604,0.587,0.642,0.549,0.352,0.287,0.309,0,1,0,84
Agra,Tier 3,Last-Mile Logistics,8,77,842.0,5052.0,20,0,0.0,0.499,0.483,0.616,0.465,0.255,0.116,0.311,1,0,0,68
Delhi,Tier 1,Gig Driver,7,84,600.0,3600.0,13,1,0.077,0.356,0.543,0.458,0.411,0.106,0.27,0.066,1,0,0,94
Bhopal,Tier 3,Construction Worker,8,50,645.0,3870.0,2,1,0.5,0.488,0.605,0.484,0.512,0.302,0.027,0.285,1,0,0,71
Surat,Tier 2,Domestic Worker,3,65,948.0,5688.0,2,2,1.0,0.333,0.364,0.393,0.394,0.421,0.269,0.24,0,0,0,59
Jaipur,Tier 2,Domestic Worker,11,67,1001.0,6006.0,18,8,0.444,0.275,0.419,0.369,0.291,0.59,0.027,0.206,0,0,1,60
Surat,Tier 2,Gig Driver,10,69,990.0,5940.0,16,4,0.25,0.426,0.456,0.387,0.423,0.232,0.082,0.195,0,0,1,63
Coimbatore,Tier 3,Domestic Worker,10,60,925.0,5550.0,13,1,0.077,0.642,0.601,0.419,0.585,0.576,0.119,0.078,0,0,1,67
Chennai,Tier 1,Construction Worker,11,92,919.0,5514.0,24,8,0.333,0.267,0.404,0.491,0.265,0.438,0.283,0.233,0,0,1,81
Pune,Tier 2,Gig Driver,8,58,878.0,5268.0,7,6,0.857,0.467,0.587,0.326,0.436,0.572,0.295,0.315,1,0,0,102
Surat,Tier 2,Gig Driver,7,76,961.0,5766.0,13,1,0.077,0.42,0.452,0.304,0.436,0.227,0.18,0.337,1,0,0,72
Surat,Tier 2,Gig Driver,6,85,551.0,3306.0,21,4,0.19,0.418,0.594,0.325,0.377,0.317,0.037,0.275,1,1,0,74
Nagpur,Tier 2,Grocery Rider,11,70,607.0,3642.0,15,1,0.067,0.359,0.531,0.302,0.382,0.407,0.255,0.123,0,0,1,66
Bangalore,Tier 1,Delivery Partner,2,65,559.0,3354.0,13,1,0.077,0.419,0.585,0.253,0.402,0.207,0.108,0.124,0,0,0,74
Nagpur,Tier 2,Grocery Rider,9,71,986.0,5916.0,1,8,8.0,0.402,0.518,0.32,0.457,0.519,0.322,0.297,1,0,0,94
Muzaffarpur,Tier 4,Last-Mile Logistics,11,72,560.0,3360.0,3,6,2.0,0.604,0.386,0.634,0.596,0.134,0.148,0.326,0,0,1,49
Nagpur,Tier 2,Construction Worker,7,84,615.0,3690.0,23,0,0.0,0.342,0.574,0.467,0.387,0.327,0.252,0.125,1,0,0,88
Lucknow,Tier 2,Domestic Worker,5,64,754.0,4524.0,11,1,0.091,0.412,0.584,0.316,0.453,0.246,0.178,0.057,0,1,0,81
Gorakhpur,Tier 4,Domestic Worker,4,72,445.0,2670.0,4,7,1.75,0.573,0.432,0.476,0.592,0.305,0.262,0.128,0,1,0,49
Ahmedabad,Tier 2,Delivery Partner,6,68,456.0,2736.0,17,5,0.294,0.296,0.516,0.52,0.348,0.443,0.044,0.137,1,1,0,76
Chennai,Tier 1,Last-Mile Logistics,10,58,812.0,4872.0,7,6,0.857,0.334,0.489,0.338,0.383,0.495,0.123,0.324,0,0,1,81
Muzaffarpur,Tier 4,Domestic Worker,10,70,684.0,4104.0,21,8,0.381,0.576,0.435,0.669,0.529,0.296,0.221,0.201,0,0,1,51
Mumbai,Tier 1,Domestic Worker,11,76,942.0,5652.0,22,4,0.182,0.409,0.615,0.437,0.412,0.405,0.064,0.252,0,0,1,92
Mumbai,Tier 1,Grocery Rider,5,78,584.0,3504.0,22,4,0.182,0.229,0.441,0.25,0.278,0.466,0.206,0.098,0,1,0,69
Surat,Tier 2,Last-Mile Logistics,1,63,484.0,2904.0,5,2,0.4,0.306,0.48,0.452,0.3,0.129,0.156,0.12,0,0,1,49
Gorakhpur,Tier 4,Construction Worker,7,84,733.0,4398.0,2,2,1.0,0.557,0.335,0.624,0.572,0.186,0.2,0.174,1,0,0,60
Mumbai,Tier 1,Delivery Partner,12,75,826.0,4956.0,16,3,0.188,0.229,0.551,0.279,0.24,0.171,0.277,0.112,0,0,1,71
Patna,Tier 3,Gig Driver,8,82,563.0,3378.0,10,2,0.2,0.527,0.555,0.405,0.554,0.135,0.19,0.218,1,0,0,59
Nagpur,Tier 2,Last-Mile Logistics,12,89,603.0,3618.0,10,1,0.1,0.252,0.531,0.434,0.31,0.511,0.337,0.196,0,0,1,64
Delhi,Tier 1,Grocery Rider,3,85,761.0,4566.0,24,0,0.0,0.246,0.614,0.471,0.268,0.138,0.155,0.291,0,0,0,71
Bangalore,Tier 1,Last-Mile Logistics,8,71,454.0,2724.0,21,6,0.286,0.419,0.497,0.385,0.474,0.133,0.259,0.072,1,0,0,91
Bhopal,Tier 3,Domestic Worker,8,86,747.0,4482.0,13,4,0.308,0.649,0.59,0.48,0.606,0.275,0.149,0.071,1,0,0,71
Pune,Tier 2,Domestic Worker,2,64,978.0,5868.0,11,6,0.545,0.414,0.527,0.302,0.394,0.431,0.194,0.052,0,0,0,66
Chennai,Tier 1,Last-Mile Logistics,11,79,839.0,5034.0,21,7,0.333,0.217,0.592,0.396,0.273,0.476,0.321,0.205,0,0,1,85
Agra,Tier 3,Construction Worker,5,76,896.0,5376.0,1,3,3.0,0.586,0.492,0.449,0.616,0.475,0.363,0.278,0,1,0,70
Patna,Tier 3,Domestic Worker,1,92,1111.0,6666.0,0,3,3.0,0.545,0.608,0.439,0.538,0.458,0.108,0.111,0,0,1,65
Lucknow,Tier 2,Grocery Rider,3,58,572.0,3432.0,24,4,0.167,0.356,0.577,0.427,0.339,0.138,0.278,0.165,0,0,0,61
Lucknow,Tier 2,Last-Mile Logistics,2,78,1037.0,6222.0,0,7,7.0,0.318,0.523,0.366,0.38,0.418,0.13,0.131,0,0,0,69
Indore,Tier 3,Grocery Rider,3,79,575.0,3450.0,12,8,0.667,0.549,0.516,0.565,0.576,0.489,0.304,0.106,0,0,0,56
Ahmedabad,Tier 2,Domestic Worker,9,75,695.0,4170.0,21,5,0.238,0.358,0.358,0.365,0.326,0.54,0.097,0.217,1,0,0,74
Bangalore,Tier 1,Gig Driver,12,73,658.0,3948.0,1,6,6.0,0.424,0.622,0.331,0.472,0.598,0.33,0.303,0,0,1,97
Mumbai,Tier 1,Gig Driver,2,77,454.0,2724.0,10,6,0.6,0.224,0.65,0.332,0.276,0.503,0.343,0.349,0,0,0,71
Gorakhpur,Tier 4,Gig Driver,12,59,418.0,2508.0,20,6,0.3,0.54,0.396,0.592,0.517,0.427,0.093,0.054,0,0,1,49
Lucknow,Tier 2,Delivery Partner,7,79,1010.0,6060.0,0,5,5.0,0.26,0.559,0.455,0.29,0.412,0.346,0.226,1,0,0,93
Kolkata,Tier 1,Domestic Worker,8,73,1005.0,6030.0,22,5,0.227,0.311,0.577,0.347,0.303,0.398,0.371,0.329,1,0,0,115
Bangalore,Tier 1,Gig Driver,2,76,569.0,3414.0,7,6,0.857,0.449,0.645,0.412,0.485,0.458,0.237,0.066,0,0,0,85
Gorakhpur,Tier 4,Gig Driver,9,95,942.0,5652.0,2,6,3.0,0.543,0.435,0.492,0.539,0.445,0.279,0.245,1,0,0,58
Lucknow,Tier 2,Construction Worker,6,63,909.0,5454.0,7,5,0.714,0.4,0.395,0.476,0.406,0.434,0.335,0.101,1,1,0,90
Kolkata,Tier 1,Delivery Partner,9,90,1071.0,6426.0,20,1,0.05,0.401,0.64,0.384,0.41,0.301,0.061,0.222,1,0,0,111
Agra,Tier 3,Domestic Worker,4,76,867.0,5202.0,24,5,0.208,0.548,0.539,0.413,0.496,0.312,0.034,0.232,0,1,0,62
Nagpur,Tier 2,Construction Worker,11,58,1090.0,6540.0,4,3,0.75,0.472,0.399,0.484,0.453,0.501,0.399,0.059,0,0,1,88
Chennai,Tier 1,Grocery Rider,5,75,1179.0,7074.0,6,2,0.333,0.316,0.612,0.266,0.318,0.134,0.39,0.295,0,1,0,101
Bareilly,Tier 4,Grocery Rider,11,69,457.0,2742.0,2,2,1.0,0.503,0.257,0.567,0.48,0.15,0.067,0.094,0,0,1,49
Bhopal,Tier 3,Gig Driver,10,71,623.0,3738.0,24,7,0.292,0.6,0.532,0.475,0.563,0.165,0.103,0.157,0,0,1,56
Gorakhpur,Tier 4,Construction Worker,11,66,568.0,3408.0,19,5,0.263,0.652,0.237,0.536,0.673,0.177,0.033,0.195,0,0,1,49
Surat,Tier 2,Grocery Rider,8,78,1043.0,6258.0,2,7,3.5,0.284,0.495,0.426,0.27,0.412,0.109,0.196,1,0,0,76
Coimbatore,Tier 3,Construction Worker,5,71,645.0,3870.0,8,0,0.0,0.606,0.464,0.505,0.591,0.463,0.23,0.25,0,1,0,67
Nagpur,Tier 2,Domestic Worker,2,77,651.0,3906.0,9,7,0.778,0.385,0.56,0.547,0.435,0.286,0.078,0.197,0,0,0,67
Coimbatore,Tier 3,Delivery Partner,1,71,787.0,4722.0,11,4,0.364,0.61,0.54,0.615,0.59,0.264,0.182,0.279,0,0,1,69
Bangalore,Tier 1,Construction Worker,2,69,1161.0,6966.0,19,8,0.421,0.244,0.542,0.395,0.269,0.422,0.092,0.216,0,0,0,85
Patna,Tier 3,Gig Driver,10,89,513.0,3078.0,17,0,0.0,0.543,0.496,0.47,0.511,0.191,0.33,0.136,0,0,1,49
Coimbatore,Tier 3,Domestic Worker,11,58,700.0,4200.0,6,5,0.833,0.599,0.542,0.422,0.595,0.523,0.318,0.103,0,0,1,66
Bareilly,Tier 4,Gig Driver,9,58,575.0,3450.0,4,0,0.0,0.669,0.262,0.516,0.602,0.535,0.317,0.238,1,0,0,64
Coimbatore,Tier 3,Delivery Partner,6,64,767.0,4602.0,22,1,0.045,0.488,0.473,0.522,0.531,0.12,0.117,0.112,1,1,0,65
Agra,Tier 3,Construction Worker,3,75,774.0,4644.0,1,3,3.0,0.517,0.64,0.439,0.514,0.315,0.239,0.35,0,0,0,60
Coimbatore,Tier 3,Gig Driver,9,65,1062.0,6372.0,16,2,0.125,0.443,0.458,0.451,0.433,0.355,0.246,0.323,1,0,0,76
Nagpur,Tier 2,Last-Mile Logistics,5,78,440.0,2640.0,12,6,0.5,0.259,0.488,0.41,0.317,0.18,0.01,0.185,0,1,0,65
Surat,Tier 2,Construction Worker,10,65,887.0,5322.0,1,5,5.0,0.32,0.393,0.395,0.368,0.296,0.3,0.088,0,0,1,62
Bangalore,Tier 1,Last-Mile Logistics,2,63,942.0,5652.0,17,6,0.353,0.341,0.632,0.347,0.314,0.11,0.331,0.207,0,0,0,87
Lucknow,Tier 2,Last-Mile Logistics,12,63,676.0,4056.0,21,2,0.095,0.258,0.59,0.467,0.326,0.233,0.245,0.254,0,0,1,65
Surat,Tier 2,Delivery Partner,10,82,1158.0,6948.0,21,2,0.095,0.471,0.535,0.369,0.452,0.582,0.004,0.265,0,0,1,78
