claim_type,month_of_year,dcs_at_claim,gps_zone_mismatch,gps_jump_detected,gps_accuracy_low,vpn_detected,weather_claim_consistency,historical_dcs_deviation,claim_timing_anomaly,payout_frequency_score,duplicate_event_attempt,platform_inactivity_hours,unusual_claim_amount,gps_risk_score,weather_risk_score,behavioral_risk_score,fraud_score,risk_band,decision
fraudulent,1,76,1,1,1,1,0.249,1.0,0,3.0,0,5.36,1,40,25,12,77,high,fail
fraudulent,11,69,1,1,1,1,0.4,0.562,0,4.553,0,5.09,1,40,22,17,79,high,fail
fraudulent,7,92,1,0,1,1,0.061,0.578,1,5.782,1,4.75,0,28,34,23,85,high,fail
suspicious,4,74,1,1,0,1,0.505,0.355,0,2.758,0,4.13,0,35,15,10,60,high,fail
clean,5,63,0,0,0,0,0.859,0.0,0,0.722,0,0.14,0,0,3,0,3,low,pass
clean,3,75,0,0,0,0,0.943,0.054,0,1.237,0,0.62,0,0,1,0,1,low,pass
clean,1,57,0,0,0,0,0.941,0.213,0,0.711,0,0.01,0,0,1,0,1,low,pass
clean,11,59,0,0,0,0,0.865,0.148,0,0.767,0,0.51,0,0,3,0,3,low,pass
suspicious,1,73,1,0,0,0,0.733,0.492,1,2.009,0,3.27,0,20,15,7,42,medium,review
clean,10,69,0,0,0,0,0.775,0.028,0,1.172,0,0.0,0,0,4,0,4,low,pass
fraudulent,7,85,1,1,0,1,0.219,0.644,1,4.639,1,5.47,1,35,31,25,91,high,fail
clean,12,64,0,0,1,0,0.941,0.089,0,1.19,0,0.57,0,5,1,0,6,low,pass
suspicious,9,89,1,0,1,0,0.393,0.434,0,2.509,0,2.89,0,25,17,7,49,medium,review
suspicious,7,91,0,0,0,0,0.438,0.466,1,1.817,0,2.14,0,0,21,2,23,low,pass
clean,8,72,0,0,0,0,0.892,0.089,0,0.507,0,0.21,0,0,2,0,2,low,pass
fraudulent,4,85,1,1,1,0,0.241,0.66,1,4.119,0,6.89,1,37,30,17,84,high,fail
suspicious,5,73,1,0,1,0,0.618,0.392,0,1.5,0,2.94,0,25,13,2,40,medium,review
clean,3,59,0,0,0,0,0.809,0.102,0,1.114,0,0.18,0,0,4,0,4,low,pass
clean,3,60,0,0,0,0,0.856,0.124,0,0.838,0,0.11,0,0,3,0,3,low,pass
clean,7,67,0,0,0,0,0.754,0.098,0,0.776,0,0.0,0,0,5,0,5,low,pass
suspicious,4,83,1,0,0,0,0.43,0.25,0,2.674,0,1.52,0,20,11,5,36,medium,review
clean,12,74,0,0,0,0,0.964,0.208,0,0.752,0,0.32,0,0,1,0,1,low,pass
clean,9,88,0,0,0,0,0.926,0.154,0,0.802,0,0.37,0,0,1,0,1,low,pass
clean,8,79,0,0,0,0,0.815,0.057,0,1.082,0,0.55,1,0,4,2,6,low,pass
clean,2,62,0,0,0,0,0.792,0.103,0,0.824,0,1.25,0,0,4,0,4,low,pass
suspicious,5,83,0,0,1,0,0.513,0.454,0,2.517,0,2.85,0,5,15,7,27,low,pass
suspicious,3,59,1,1,0,1,0.616,0.401,1,3.5,0,2.9,0,35,18,12,65,high,fail
clean,7,69,0,0,0,0,0.641,0.209,0,0.798,0,0.53,0,0,7,0,7,low,pass
clean,5,78,0,0,0,0,0.806,0.07,0,0.676,0,0.0,0,0,4,0,4,low,pass
clean,10,57,0,0,0,0,0.793,0.126,0,0.571,0,0.65,0,0,4,0,4,low,pass
clean,8,75,0,0,0,0,1.0,0.114,0,0.622,0,0.62,0,0,0,0,0,low,pass
suspicious,10,74,0,0,0,0,0.694,0.51,1,2.394,0,3.6,0,0,21,7,28,low,pass
clean,3,64,0,0,0,0,0.918,0.13,0,0.964,0,0.31,0,0,2,0,2,low,pass
fraudulent,1,71,1,1,1,1,0.295,0.62,1,6.0,1,5.54,1,40,29,25,94,high,fail
clean,2,74,0,0,0,0,0.914,0.036,0,0.805,0,0.32,0,0,2,0,2,low,pass
suspicious,10,85,0,0,0,0,0.345,0.323,1,2.48,0,2.75,1,0,23,9,32,medium,review
clean,9,69,0,0,0,0,0.945,0.053,0,1.039,0,0.32,0,0,1,0,1,low,pass
suspicious,1,69,0,0,0,0,0.719,0.458,1,2.807,0,2.84,0,0,16,7,23,low,pass
fraudulent,11,84,1,0,1,0,0.333,0.5,1,4.557,0,6.71,1,25,23,17,65,high,fail
clean,5,58,0,0,0,0,0.917,0.096,0,0.703,0,0.17,0,0,2,0,2,low,pass
clean,8,86,0,0,0,0,0.849,0.087,0,1.071,0,0.79,0,0,3,0,3,low,pass
clean,8,80,0,0,0,0,0.854,0.101,0,1.113,0,0.43,0,0,3,0,3,low,pass
clean,1,62,0,0,0,0,0.834,0.034,0,1.076,0,0.47,0,0,3,0,3,low,pass
fraudulent,1,59,1,0,1,1,0.314,0.519,1,3.807,0,7.92,1,28,29,17,74,high,fail
clean,4,61,0,0,0,0,0.876,0.041,0,1.085,0,0.11,0,0,2,0,2,low,pass
clean,5,63,0,0,0,0,0.916,0.051,0,1.142,0,0.53,0,0,2,0,2,low,pass
clean,8,78,0,0,1,0,0.878,0.096,0,0.918,0,0.52,0,5,2,0,7,low,pass
clean,4,65,0,0,0,0,0.906,0.097,0,1.192,0,0.28,0,0,2,0,2,low,pass
clean,8,78,0,0,0,0,0.919,0.128,0,1.147,0,0.54,0,0,2,0,2,low,pass
clean,11,56,0,0,0,0,0.876,0.116,0,0.657,0,0.62,0,0,2,0,2,low,pass
suspicious,2,70,0,0,1,0,0.8,0.541,1,1.91,0,1.5,1,5,19,2,26,low,pass
suspicious,5,56,0,1,0,0,0.558,0.488,1,2.281,0,4.89,1,12,19,12,43,medium,review
clean,12,80,0,0,0,0,0.788,0.111,0,0.878,0,0.72,0,0,4,0,4,low,pass
clean,10,67,0,0,0,0,0.914,0.159,0,0.875,0,0.88,0,0,2,0,2,low,pass
clean,1,75,0,0,0,0,0.878,0.168,0,1.2,0,0.51,1,0,2,2,4,low,pass
clean,4,83,0,0,0,1,0.796,0.11,0,1.098,0,0.05,0,3,4,0,7,low,pass
suspicious,2,72,1,1,0,0,0.476,0.448,0,1.5,0,1.97,1,32,15,2,49,medium,review
fraudulent,9,65,1,1,1,1,0.139,0.687,0,3.943,0,6.05,1,40,27,17,84,high,fail
suspicious,6,94,0,0,0,1,0.35,0.557,0,1.996,0,1.5,0,3,23,0,26,low,pass
suspicious,9,82,1,0,1,0,0.72,0.302,1,1.694,0,3.68,1,25,16,4,45,medium,review
clean,7,87,0,0,0,0,0.808,0.108,0,0.773,0,0.36,0,0,4,0,4,low,pass
clean,7,69,0,0,0,0,0.771,0.039,0,1.594,0,0.25,0,0,5,0,5,low,pass
clean,5,82,0,0,1,0,0.733,0.157,0,0.953,0,0.51,0,5,5,0,10,low,pass
fraudulent,7,80,1,0,1,1,0.151,0.639,0,3.962,0,8.2,1,28,27,17,72,high,fail
clean,11,77,0,0,0,0,0.83,0.157,0,0.889,0,0.44,0,0,3,0,3,low,pass
fraudulent,12,75,1,1,1,1,0.098,1.0,1,4.212,0,6.5,0,40,33,15,88,high,fail
suspicious,7,68,1,0,0,0,0.8,0.422,1,2.564,0,3.06,1,20,14,9,43,medium,review
fraudulent,11,58,1,0,1,0,0.123,0.883,1,3.067,0,5.03,1,25,33,17,75,high,fail
clean,1,65,0,0,0,0,0.788,0.113,0,0.897,0,0.0,0,0,4,0,4,low,pass
clean,5,66,0,0,0,0,1.0,0.138,0,0.802,0,0.63,0,0,0,0,0,low,pass
clean,1,82,0,0,0,0,0.886,0.083,0,0.979,0,0.62,0,0,2,0,2,low,pass
suspicious,4,57,1,1,1,1,0.714,0.387,0,2.461,0,2.79,1,40,11,9,60,high,fail
suspicious,5,68,0,0,1,0,0.485,0.303,0,1.898,0,2.54,1,5,15,4,24,low,pass
fraudulent,10,67,0,1,0,1,0.176,0.851,1,3.897,0,6.0,1,15,31,17,63,high,fail
clean,3,66,0,0,0,0,0.827,0.098,0,1.24,0,0.39,0,0,3,0,3,low,pass
fraudulent,7,81,1,1,0,1,0.256,0.752,1,4.25,1,5.06,1,35,30,25,90,high,fail
suspicious,1,66,1,0,0,1,0.629,0.2,0,1.79,0,2.46,1,23,7,4,34,medium,review
suspicious,9,83,1,0,0,0,0.516,0.388,0,2.996,1,3.63,0,20,15,15,50,medium,review
fraudulent,11,55,1,1,1,1,0.217,0.65,1,3.94,0,4.8,1,40,31,17,88,high,fail
clean,6,83,0,0,0,0,0.681,0.036,0,1.134,0,0.29,0,0,6,0,6,low,pass
clean,11,81,0,0,0,0,0.808,0.151,0,0.372,0,0.32,0,0,4,0,4,low,pass
clean,7,66,0,0,0,0,0.762,0.115,0,1.011,0,0.67,0,0,5,0,5,low,pass
clean,8,94,0,0,0,0,0.971,0.128,0,0.95,0,1.23,0,0,1,0,1,low,pass
clean,10,85,0,0,0,0,0.68,0.21,0,1.248,0,0.46,0,0,6,0,6,low,pass
suspicious,5,77,1,0,0,1,0.444,0.314,1,2.156,0,4.2,0,23,21,10,54,medium,review
suspicious,10,67,1,0,1,0,0.2,0.581,0,2.3,0,4.18,1,25,26,12,63,high,fail
clean,7,70,0,0,0,0,0.752,0.136,0,0.977,0,0.67,0,0,5,0,5,low,pass
suspicious,8,84,1,0,1,1,0.446,0.342,0,1.682,0,3.76,0,28,16,2,46,medium,review
clean,3,64,0,0,0,0,0.957,0.114,1,0.364,0,0.91,0,0,6,0,6,low,pass
clean,11,59,0,0,0,0,0.86,0.0,0,0.559,0,0.18,0,0,3,0,3,low,pass
clean,6,90,0,0,0,0,0.85,0.049,0,0.722,0,0.77,0,0,3,0,3,low,pass
clean,4,76,0,0,1,0,0.945,0.147,0,0.573,0,0.78,0,5,1,0,6,low,pass
clean,2,68,0,0,0,0,0.812,0.198,0,0.952,0,0.86,0,0,4,0,4,low,pass
suspicious,8,83,1,1,1,1,0.633,0.423,1,2.116,0,4.21,0,40,17,10,67,high,fail
suspicious,5,56,0,0,0,0,0.69,0.347,1,2.08,0,2.29,0,0,16,7,23,low,pass
clean,8,83,0,0,0,0,0.915,0.112,0,0.958,0,0.39,0,0,2,0,2,low,pass
fraudulent,2,79,1,1,1,1,0.346,0.5,0,4.826,0,7.97,0,40,18,15,73,high,fail
fraudulent,7,83,1,1,0,1,0.168,0.5,1,4.506,1,8.29,1,35,27,25,87,high,fail
clean,5,75,0,0,0,0,0.992,0.133,0,0.777,0,0.71,1,0,0,2,2,low,pass
clean,11,69,0,0,1,0,0.89,0.116,0,0.723,0,0.68,0,5,2,0,7,low,pass
fraudulent,8,92,1,0,1,1,0.247,1.0,1,4.27,0,9.04,1,28,30,17,75,high,fail
clean,3,55,0,0,0,0,0.961,0.102,0,1.147,0,0.26,0,0,1,0,1,low,pass
clean,3,77,0,0,0,0,0.835,0.073,0,0.868,0,0.0,0,0,3,0,3,low,pass
clean,4,73,0,0,0,0,0.994,0.085,0,1.057,0,0.57,0,0,0,0,0,low,pass
clean,9,94,0,0,0,0,0.828,0.036,0,0.717,0,0.43,0,0,3,0,3,low,pass
clean,8,77,0,0,0,0,0.812,0.051,0,0.763,0,0.64,0,0,4,0,4,low,pass
clean,8,94,0,0,0,0,0.92,0.042,0,0.724,0,0.56,0,0,2,0,2,low,pass
clean,6,85,0,0,0,0,0.837,0.082,0,1.084,0,0.56,1,0,3,2,5,low,pass
clean,2,63,0,0,0,1,0.72,0.06,0,0.568,0,0.45,0,3,6,0,9,low,pass
clean,3,71,0,0,0,0,0.744,0.012,0,0.489,0,1.1,0,0,5,0,5,low,pass
clean,2,74,0,0,0,0,0.741,0.084,0,0.912,0,0.54,0,0,5,0,5,low,pass
clean,8,75,0,0,0,0,0.9,0.097,0,0.809,0,0.57,0,0,2,0,2,low,pass
clean,6,69,0,0,0,0,0.867,0.103,0,1.028,0,0.31,0,0,3,0,3,low,pass
clean,10,77,0,0,0,0,0.834,0.034,0,0.851,0,0.31,0,0,3,0,3,low,pass
clean,1,55,0,0,0,0,0.934,0.027,0,0.805,0,0.34,0,0,1,0,1,low,pass
clean,11,59,0,0,0,0,0.904,0.036,0,0.901,0,0.52,0,0,2,0,2,low,pass
clean,3,84,0,0,0,0,0.924,0.057,0,0.639,0,0.64,0,0,2,0,2,low,pass
clean,2,68,0,0,0,0,0.738,0.074,0,0.852,0,0.68,0,0,5,0,5,low,pass
clean,7,94,0,0,0,0,0.727,0.085,0,0.905,0,0.24,0,0,5,0,5,low,pass
clean,4,72,0,0,0,0,0.821,0.144,0,0.799,0,0.39,0,0,4,0,4,low,pass
clean,6,70,0,0,0,0,0.921,0.089,0,1.168,0,0.01,0,0,2,0,2,low,pass
clean,12,81,0,0,1,0,0.828,0.139,0,0.756,0,0.43,0,5,3,0,8,low,pass
clean,3,83,0,0,0,1,0.951,0.061,0,0.997,0,0.72,0,3,1,0,4,low,pass
clean,6,81,0,0,0,0,0.856,0.102,0,0.695,0,0.72,0,0,3,0,3,low,pass
clean,1,81,0,0,0,0,0.75,0.12,1,0.796,0,0.38,0,0,10,0,10,low,pass
clean,12,67,0,0,0,0,0.834,0.125,0,1.212,0,0.53,0,0,3,0,3,low,pass
fraudulent,7,93,0,1,1,1,0.128,0.5,1,5.128,1,6.76,1,20,27,25,72,high,fail
clean,11,73,0,0,0,0,0.831,0.103,0,1.053,0,0.38,0,0,3,0,3,low,pass
suspicious,10,76,1,0,0,1,0.45,0.249,0,1.76,0,2.66,1,23,11,4,38,medium,review
clean,12,71,0,0,0,0,0.936,0.075,0,0.952,0,0.84,0,0,1,0,1,low,pass
suspicious,6,65,0,0,0,1,0.607,0.577,0,2.334,0,2.84,0,3,18,7,28,low,pass
fraudulent,4,59,1,1,1,0,0.162,0.999,1,5.176,1,4.31,1,37,32,25,94,high,fail
clean,10,77,0,0,0,0,1.0,0.125,0,0.926,0,0.66,0,0,0,0,0,low,pass
suspicious,2,65,0,0,1,1,0.406,0.4,1,2.146,1,2.64,0,8,22,15,45,medium,review
suspicious,7,88,0,0,1,0,0.694,0.354,0,2.35,0,3.33,0,5,11,7,23,low,pass
suspicious,5,85,1,0,0,0,0.692,0.507,1,2.307,0,2.62,0,20,21,7,48,medium,review
clean,12,70,0,0,0,0,1.0,0.0,0,1.073,0,0.46,0,0,0,0,0,low,pass
clean,3,61,0,0,0,0,0.896,0.102,0,1.156,0,0.63,0,0,2,0,2,low,pass
clean,11,72,0,0,0,0,0.736,0.027,0,0.857,0,0.68,0,0,5,0,5,low,pass
clean,12,57,0,0,0,0,0.955,0.067,0,0.458,0,0.63,0,0,1,0,1,low,pass
clean,6,77,0,0,0,0,0.853,0.107,0,0.68,0,0.86,0,0,3,0,3,low,pass
clean,5,67,0,0,1,0,0.785,0.115,0,0.955,0,0.66,0,5,4,0,9,low,pass
clean,10,63,0,0,0,0,0.79,0.054,0,1.071,0,0.67,0,0,4,0,4,low,pass
clean,4,55,0,0,0,0,0.877,0.156,0,0.968,0,0.39,0,0,2,0,2,low,pass
suspicious,2,56,0,1,0,0,0.628,0.425,1,2.538,0,2.12,1,12,17,9,38,medium,review
clean,6,76,0,0,0,0,0.772,0.144,0,0.87,0,0.0,0,0,5,0,5,low,pass
suspicious,5,65,1,0,0,1,0.344,0.248,0,2.834,0,2.95,0,23,13,7,43,medium,review
clean,2,85,0,0,0,0,0.853,0.082,0,0.688,0,0.73,1,0,3,2,5,low,pass
clean,7,81,0,0,0,0,0.902,0.065,0,1.18,0,0.72,0,0,2,0,2,low,pass
clean,3,64,0,0,0,0,0.782,0.086,0,0.826,0,0.59,0,0,4,0,4,low,pass
clean,6,68,0,0,0,0,0.736,0.065,0,1.059,0,0.02,0,0,5,0,5,low,pass
suspicious,9,83,0,0,1,0,0.52,0.257,0,2.757,0,3.34,0,5,10,7,22,low,pass
clean,9,78,0,0,1,0,0.733,0.048,0,0.903,0,0.0,0,5,5,0,10,low,pass
clean,1,78,0,0,0,1,0.762,0.059,0,1.157,0,0.33,0,3,5,0,8,low,pass
clean,10,64,0,0,0,0,0.903,0.076,0,1.049,0,0.03,0,0,2,0,2,low,pass
clean,7,66,0,0,0,0,0.792,0.095,0,0.936,0,0.6,0,0,4,0,4,low,pass
suspicious,10,78,0,1,0,0,0.579,0.431,0,2.294,0,3.17,0,12,13,7,32,medium,review
clean,1,73,0,0,0,0,0.769,0.019,0,0.676,0,0.0,0,0,5,0,5,low,pass
clean,8,92,0,0,0,0,0.868,0.147,0,0.71,0,0.8,0,0,3,0,3,low,pass
clean,5,65,0,0,0,0,0.886,0.072,0,0.83,0,0.83,0,0,2,0,2,low,pass
clean,10,63,0,0,0,0,0.664,0.156,0,1.079,0,0.32,0,0,7,0,7,low,pass
clean,6,89,0,0,0,0,0.843,0.181,0,0.638,0,0.45,0,0,3,0,3,low,pass
clean,1,73,0,0,0,0,0.902,0.11,0,0.91,0,1.05,0,0,2,0,2,low,pass
clean,11,55,0,0,0,0,0.761,0.047,0,0.397,0,0.18,0,0,5,0,5,low,pass
clean,3,76,0,0,0,1,0.797,0.116,0,1.092,0,0.21,0,3,4,0,7,low,pass
suspicious,3,75,0,0,0,0,0.529,0.52,1,2.206,0,3.52,0,0,24,7,31,medium,review
clean,3,65,0,0,0,0,0.94,0.054,0,0.673,0,0.99,0,0,1,0,1,low,pass
clean,5,59,0,0,1,0,0.896,0.034,0,0.689,0,0.44,0,5,2,0,7,low,pass
fraudulent,8,74,1,1,1,0,0.339,0.847,1,5.054,1,5.85,1,37,28,25,90,high,fail
clean,7,88,0,0,0,0,0.849,0.06,0,0.817,0,0.16,0,0,3,0,3,low,pass
clean,1,71,0,0,0,0,0.78,0.064,0,0.871,0,0.63,0,0,4,0,4,low,pass
clean,11,71,0,0,0,0,0.983,0.082,0,1.018,0,0.45,0,0,0,0,0,low,pass
clean,10,68,0,0,0,0,0.927,0.037,0,0.793,0,0.7,0,0,1,0,1,low,pass
clean,7,65,0,0,0,0,0.897,0.13,0,1.182,0,0.0,0,0,2,0,2,low,pass
clean,5,60,0,0,0,0,0.75,0.128,0,1.063,0,0.7,0,0,5,0,5,low,pass
suspicious,2,82,0,0,1,0,0.8,0.288,0,2.485,0,2.93,0,5,4,7,16,low,pass
clean,11,57,0,0,0,0,0.9,0.119,0,0.796,0,0.62,0,0,2,0,2,low,pass
clean,2,69,0,0,0,0,0.857,0.106,0,1.127,0,1.24,0,0,3,0,3,low,pass
suspicious,6,91,1,0,0,0,0.263,0.509,1,2.621,0,2.26,1,20,30,9,59,medium,review
clean,3,69,0,0,0,0,0.821,0.144,0,0.91,0,0.49,0,0,4,0,4,low,pass
clean,9,95,0,0,0,0,0.795,0.062,0,0.707,0,0.35,0,0,4,0,4,low,pass
clean,11,81,0,0,0,0,0.84,0.118,0,0.735,0,0.73,0,0,3,0,3,low,pass
suspicious,7,75,0,0,0,0,0.414,0.457,1,1.867,0,5.0,0,0,22,5,27,low,pass
suspicious,8,79,0,0,1,0,0.647,0.464,1,2.214,0,3.61,1,5,17,9,31,medium,review
clean,9,67,0,0,0,0,0.75,0.051,0,0.839,0,0.96,0,0,5,0,5,low,pass
clean,1,81,0,0,0,0,0.931,0.0,0,0.703,0,0.47,0,0,1,0,1,low,pass
clean,2,65,0,0,0,0,0.951,0.112,0,0.393,0,0.15,0,0,1,0,1,low,pass
clean,10,79,0,0,0,0,0.908,0.11,0,0.927,0,0.83,0,0,2,0,2,low,pass
suspicious,9,73,0,0,1,1,0.498,0.45,1,3.121,1,3.22,0,8,20,20,48,medium,review
suspicious,2,59,1,0,1,1,0.416,0.337,0,1.848,0,1.5,1,28,17,2,47,medium,review
suspicious,6,88,1,0,0,1,0.431,0.444,0,2.305,0,4.36,0,23,16,10,49,medium,review
clean,7,92,0,0,0,0,0.862,0.144,0,0.548,0,0.37,0,0,3,0,3,low,pass
suspicious,1,75,0,1,1,0,0.51,0.297,0,3.063,0,1.5,0,17,10,10,37,medium,review
suspicious,1,69,0,0,0,0,0.533,0.493,1,2.682,0,2.62,0,0,19,7,26,low,pass
clean,4,63,0,0,0,0,0.778,0.155,0,0.796,0,0.25,0,0,4,0,4,low,pass
clean,5,74,0,0,0,0,0.93,0.115,0,0.83,0,0.6,0,0,1,0,1,low,pass
clean,7,80,0,0,0,0,0.886,0.097,0,0.931,0,0.0,0,0,2,0,2,low,pass
clean,12,82,0,0,0,0,0.842,0.068,0,0.74,0,0.29,0,0,3,0,3,low,pass
clean,1,80,0,0,0,0,0.81,0.085,0,0.933,0,0.28,0,0,4,0,4,low,pass
clean,11,83,0,0,0,0,0.891,0.137,0,1.045,0,0.78,0,0,2,0,2,low,pass
clean,11,82,0,0,0,0,0.805,0.086,0,0.949,0,0.37,0,0,4,0,4,low,pass
suspicious,11,57,0,0,0,0,0.376,0.33,0,3.117,0,2.26,1,0,17,14,31,medium,review
clean,1,64,0,0,0,0,0.787,0.073,0,1.011,0,0.6,0,0,4,0,4,low,pass
clean,5,57,0,0,0,0,0.906,0.227,0,1.064,0,0.77,0,0,2,0,2,low,pass
clean,2,79,0,0,0,0,1.0,0.124,0,0.822,0,0.41,0,0,0,0,0,low,pass
clean,1,61,0,0,0,0,0.935,0.037,0,0.511,0,0.25,0,0,1,0,1,low,pass
clean,7,91,0,0,0,0,0.916,0.13,0,0.868,0,0.82,1,0,2,2,4,low,pass
clean,11,69,0,0,0,0,0.899,0.117,0,0.897,0,0.77,0,0,2,0,2,low,pass
clean,3,62,0,0,0,0,0.91,0.086,0,1.063,0,0.3,0,0,2,0,2,low,pass
clean,7,81,0,0,0,0,0.869,0.12,0,0.833,0,0.54,0,0,3,0,3,low,pass
clean,1,84,0,0,0,0,0.899,0.046,0,0.937,0,1.16,0,0,2,0,2,low,pass
clean,7,95,0,0,0,1,0.784,0.151,0,0.881,0,0.85,0,3,4,0,7,low,pass
clean,10,65,0,0,0,0,0.792,0.1,0,1.342,0,0.45,0,0,4,0,4,low,pass
clean,2,66,0,0,0,0,0.901,0.13,0,0.494,0,0.63,0,0,2,0,2,low,pass
clean,10,84,0,0,0,0,0.751,0.132,0,0.924,0,0.17,0,0,5,0,5,low,pass
clean,7,95,0,0,0,0,0.755,0.096,0,1.396,0,0.99,0,0,5,0,5,low,pass
clean,2,65,0,0,0,0,0.879,0.126,0,1.02,0,0.34,0,0,2,0,2,low,pass
clean,4,62,0,0,0,0,0.795,0.143,0,0.78,0,0.93,0,0,4,0,4,low,pass
clean,2,72,0,0,0,0,0.742,0.055,0,1.183,0,0.41,0,0,5,0,5,low,pass
clean,7,65,0,0,0,0,0.84,0.132,0,1.132,0,0.68,0,0,3,0,3,low,pass
suspicious,8,87,1,0,1,0,0.593,0.46,0,2.505,0,4.09,0,25,13,10,48,medium,review
clean,11,70,0,0,0,0,1.0,0.125,0,0.728,0,0.81,0,0,0,0,0,low,pass
clean,2,69,0,0,1,1,0.838,0.117,0,0.973,0,0.33,0,8,3,0,11,low,pass
clean,9,86,0,0,0,0,0.82,0.0,0,0.88,0,0.67,0,0,4,0,4,low,pass
clean,5,83,0,0,0,0,0.851,0.077,0,0.975,0,0.22,0,0,3,0,3,low,pass
clean,11,70,0,0,0,0,0.765,0.126,0,1.016,0,0.65,0,0,5,0,5,low,pass
clean,9,71,0,0,0,0,0.826,0.155,0,0.675,0,0.41,0,0,3,0,3,low,pass
clean,3,73,0,0,0,0,0.91,0.143,0,0.746,0,1.14,0,0,2,0,2,low,pass
clean,11,62,0,0,0,0,0.84,0.104,1,1.096,0,0.97,0,0,8,0,8,low,pass
clean,11,66,0,0,0,0,0.855,0.159,0,0.809,0,1.0,0,0,3,0,3,low,pass
clean,7,87,0,0,0,0,0.853,0.116,0,0.831,0,0.56,0,0,3,0,3,low,pass
clean,8,79,0,0,0,0,0.792,0.097,0,0.903,0,0.18,0,0,4,0,4,low,pass
fraudulent,2,55,1,1,1,1,0.143,0.5,1,3.207,0,6.48,1,40,27,17,84,high,fail
clean,3,59,0,0,0,0,0.927,0.082,0,0.894,0,0.85,0,0,1,0,1,low,pass
clean,1,57,0,0,0,0,0.917,0.141,0,0.924,0,0.35,0,0,2,0,2,low,pass
suspicious,4,83,1,0,0,1,0.609,0.508,0,3.204,0,5.0,1,23,18,17,58,medium,review
suspicious,11,64,1,0,1,1,0.779,0.384,1,1.699,0,3.6,0,28,14,2,44,medium,review
clean,2,69,0,0,0,0,0.938,0.0,0,0.604,0,0.36,0,0,1,0,1,low,pass
clean,3,82,0,0,0,0,0.788,0.02,0,0.976,0,0.87,0,0,4,0,4,low,pass
fraudulent,8,89,1,1,1,0,0.181,0.5,1,4.365,0,4.84,1,37,26,17,80,high,fail
clean,10,75,0,0,0,0,0.769,0.148,0,1.14,0,0.41,0,0,5,0,5,low,pass
fraudulent,11,69,1,0,0,1,0.273,0.539,1,4.623,1,5.92,0,23,30,23,76,high,fail
clean,9,75,0,0,1,0,0.744,0.055,0,0.982,0,0.06,0,5,5,0,10,low,pass
clean,12,78,0,0,0,0,0.827,0.153,0,0.801,0,0.04,0,0,3,0,3,low,pass
suspicious,5,84,0,0,1,1,0.508,0.448,0,1.651,0,4.19,0,8,15,5,28,low,pass
clean,5,70,0,0,0,0,0.911,0.118,0,1.015,0,0.54,0,0,2,0,2,low,pass
suspicious,5,67,0,0,1,0,0.6,0.387,0,2.741,0,4.29,1,5,13,12,30,medium,review
fraudulent,2,63,1,1,1,1,0.118,0.595,1,3.887,1,5.59,1,40,33,25,98,high,fail
clean,12,55,0,0,0,0,0.941,0.025,0,1.009,0,0.92,0,0,1,0,1,low,pass
clean,11,68,0,0,0,0,0.804,0.174,0,1.131,0,0.4,0,0,4,0,4,low,pass
clean,6,81,0,0,0,0,0.916,0.059,0,0.68,0,0.36,0,0,2,0,2,low,pass
clean,4,57,0,0,0,0,0.958,0.077,0,0.908,0,0.2,0,0,1,0,1,low,pass
clean,5,62,0,0,0,0,0.919,0.142,0,0.759,0,0.0,0,0,2,0,2,low,pass
clean,1,70,0,0,0,0,0.821,0.122,0,0.897,0,0.52,0,0,4,0,4,low,pass
suspicious,11,67,0,0,1,1,0.602,0.329,1,1.672,1,3.74,0,8,18,10,36,medium,review
clean,11,81,0,0,1,0,0.779,0.04,0,1.0,0,0.17,0,5,4,0,9,low,pass
clean,4,84,0,0,0,0,0.785,0.179,0,1.218,0,0.86,0,0,4,0,4,low,pass
suspicious,12,61,1,1,1,1,0.664,0.496,0,3.281,0,4.09,1,40,12,17,69,high,fail
clean,11,77,0,0,0,0,0.87,0.144,1,0.807,0,0.54,0,0,8,0,8,low,pass
suspicious,3,60,1,1,1,1,0.579,0.366,1,2.143,0,4.29,1,40,18,12,70,high,fail
clean,2,63,0,0,0,0,0.774,0.107,0,0.642,0,0.0,0,0,5,0,5,low,pass
suspicious,7,78,0,0,0,1,0.729,0.509,1,2.057,0,3.05,1,3,20,9,32,medium,review
clean,6,72,0,0,0,0,0.827,0.086,0,0.802,0,0.64,0,0,3,0,3,low,pass
clean,6,77,0,0,0,1,0.82,0.121,0,1.234,0,0.62,0,3,4,0,7,low,pass
clean,1,82,0,0,0,0,0.86,0.071,0,0.897,0,0.0,0,0,3,0,3,low,pass
clean,4,73,0,0,0,0,0.973,0.052,0,0.516,0,0.47,0,0,1,0,1,low,pass
clean,7,95,0,0,0,0,0.878,0.166,0,0.949,0,0.78,0,0,2,0,2,low,pass
clean,5,65,0,0,0,0,0.924,0.142,0,0.673,0,0.65,0,0,2,0,2,low,pass
clean,5,60,0,0,0,0,0.739,0.2,0,1.04,0,0.31,0,0,5,0,5,low,pass
suspicious,7,90,1,0,0,0,0.606,0.279,1,1.523,0,3.88,0,20,13,2,35,medium,review
fraudulent,10,85,1,1,1,1,0.102,0.673,1,4.364,0,6.23,1,40,33,17,90,high,fail
suspicious,11,73,0,0,1,0,0.396,0.386,1,2.374,0,3.87,0,5,22,7,34,medium,review
