city_tier,month_of_year,hour_of_day,day_of_week,is_monsoon,is_heat_season,rainfall_score,aqi_score,heat_score,order_drop_score,social_score,prev_rainfall,prev_aqi,prev_heat,hist_avg_rainfall,hist_avg_aqi,current_dcs,prev_dcs,hist_avg_dcs,dcs_trend,forecast_dcs,disruption_probability
Tier 2,12,0,0,0,0,0.3187,0.4153,0.3575,0.2103,0.093,0.2834,0.4463,0.3142,0.33,0.42,34,33,36,1,30,0.195
Tier 4,7,0,6,1,0,0.6845,0.2169,0.4243,0.4288,0.1518,0.7144,0.1769,0.477,0.598,0.322,64,66,70,-2,71,0.803
Tier 2,1,1,5,0,0,0.3608,0.4666,0.3456,0.3393,0.1471,0.3121,0.4565,0.2974,0.33,0.42,40,37,36,3,39,0.186
Tier 2,10,6,3,0,0,0.2931,0.3054,0.4159,0.298,0.085,0.2313,0.3375,0.35,0.33,0.42,33,31,36,2,27,0.172
Tier 1,9,13,6,1,0,0.4177,0.4376,0.3412,0.0343,0.1985,0.4195,0.3859,0.3005,0.322,0.552,43,46,46,-3,50,0.195
Tier 2,12,23,1,0,0,0.3478,0.4456,0.4217,0.2876,0.097,0.3432,0.4212,0.4196,0.33,0.42,39,41,36,-2,40,0.161
Tier 3,12,3,6,0,0,0.4616,0.5946,0.4997,0.3004,0.1092,0.4198,0.6323,0.4761,0.48,0.52,51,50,49,1,45,0.528
Tier 4,11,20,0,0,0,0.5226,0.2798,0.4889,0.3152,0.1553,0.5419,0.2531,0.5276,0.52,0.28,51,47,49,4,56,0.508
Tier 1,3,4,6,0,0,0.3405,0.4579,0.3034,0.2647,0.1305,0.4071,0.5082,0.2679,0.28,0.48,35,39,32,-4,37,0.205
Tier 3,11,12,3,0,0,0.5381,0.5018,0.4298,0.2589,0.0801,0.5918,0.4905,0.4814,0.48,0.52,48,51,49,-3,52,0.201
Tier 3,7,1,0,1,0,0.7776,0.5864,0.4927,0.282,0.2064,0.7854,0.5547,0.4762,0.552,0.598,78,80,71,-2,93,0.914
Tier 4,4,13,0,0,1,0.4997,0.2321,0.6261,0.3168,0.3491,0.572,0.262,0.5876,0.52,0.28,50,58,49,-8,41,0.509
Tier 4,6,1,2,1,1,0.6695,0.2315,0.655,0.3201,0.2179,0.6662,0.1565,0.7158,0.598,0.322,69,66,70,3,79,0.877
Tier 2,10,23,0,0,0,0.4175,0.4362,0.414,0.2365,0.1539,0.4299,0.3589,0.404,0.33,0.42,40,45,36,-5,34,0.213
Tier 4,9,14,3,1,0,0.6857,0.4029,0.4388,0.3875,0.1356,0.673,0.4015,0.4816,0.598,0.322,70,77,70,-7,81,0.908
Tier 2,3,5,2,0,0,0.3875,0.343,0.4286,0.1859,0.2058,0.4009,0.3347,0.405,0.33,0.42,37,38,36,-1,33,0.151
Tier 4,1,19,1,0,0,0.5617,0.1931,0.4417,0.2862,0.1951,0.5082,0.1155,0.3963,0.52,0.28,49,39,49,10,53,0.303
Tier 2,4,19,2,0,1,0.327,0.4406,0.4732,0.3498,0.1075,0.3179,0.4932,0.466,0.33,0.42,44,41,36,3,41,0.231
Tier 3,7,6,3,1,0,0.7132,0.4814,0.434,0.2435,0.0959,0.6496,0.4933,0.4716,0.552,0.598,67,65,71,2,77,0.807
Tier 1,5,7,1,0,1,0.2886,0.4549,0.5055,0.1789,0.0,0.2499,0.4552,0.5091,0.28,0.48,38,32,32,6,36,0.148
Tier 4,10,18,0,0,0,0.4199,0.2533,0.4907,0.2973,0.1778,0.4204,0.2245,0.4935,0.52,0.28,46,41,49,5,46,0.255
Tier 1,9,17,6,1,0,0.5573,0.5303,0.3343,0.154,0.0767,0.5222,0.5305,0.3622,0.322,0.552,57,51,46,6,65,0.646
Tier 1,3,19,1,0,0,0.247,0.4356,0.2792,0.2102,0.0942,0.2299,0.4461,0.2626,0.28,0.48,32,29,32,3,29,0.118
Tier 3,10,23,6,0,0,0.4592,0.4192,0.5248,0.326,0.2271,0.4603,0.384,0.4928,0.48,0.52,48,53,49,-5,46,0.225
Tier 4,4,12,0,0,1,0.6021,0.2383,0.6837,0.4311,0.1698,0.6353,0.2592,0.6822,0.52,0.28,55,56,49,-1,61,0.557
Tier 3,5,13,1,0,1,0.4878,0.5525,0.6891,0.1961,0.259,0.5557,0.5689,0.6476,0.48,0.52,55,62,49,-7,53,0.601
Tier 1,11,12,0,0,0,0.2969,0.4746,0.3359,0.1524,0.0797,0.2738,0.5512,0.3945,0.28,0.48,32,36,32,-4,32,0.165
Tier 1,2,23,0,0,0,0.1897,0.4643,0.2999,0.112,0.0108,0.2094,0.4773,0.2532,0.28,0.48,26,29,32,-3,21,0.135
Tier 4,9,4,1,1,0,0.7086,0.3104,0.4686,0.3554,0.2301,0.7178,0.3135,0.4824,0.598,0.322,69,73,70,-4,78,0.81
Tier 3,9,14,6,1,0,0.7157,0.5312,0.5437,0.2971,0.1835,0.7609,0.5819,0.4882,0.552,0.598,75,84,71,-9,86,0.893
Tier 2,9,19,4,1,0,0.5561,0.4798,0.4834,0.2547,0.0889,0.5502,0.4768,0.5039,0.3795,0.483,65,61,52,4,74,0.812
Tier 1,1,7,0,0,0,0.4213,0.4449,0.3287,0.1233,0.1049,0.3901,0.4868,0.3346,0.28,0.48,38,35,32,3,36,0.219
Tier 3,3,6,1,0,0,0.4111,0.5421,0.5264,0.2546,0.1045,0.4095,0.5913,0.5714,0.48,0.52,47,49,49,-2,43,0.221
Tier 2,8,7,6,1,0,0.5568,0.4137,0.3348,0.2863,0.1484,0.5742,0.3447,0.2378,0.3795,0.483,60,49,52,11,72,0.63
Tier 4,11,22,1,0,0,0.6156,0.2902,0.6016,0.2968,0.2502,0.619,0.3229,0.5923,0.52,0.28,54,55,49,-1,58,0.587
Tier 4,2,13,4,0,0,0.4067,0.3222,0.6373,0.2753,0.2145,0.4419,0.3234,0.6439,0.52,0.28,47,53,49,-6,44,0.236
Tier 1,6,9,4,1,1,0.4091,0.476,0.5641,0.1549,0.0258,0.4031,0.4475,0.5106,0.322,0.552,55,47,46,8,56,0.605
Tier 4,4,17,4,0,1,0.428,0.1755,0.7103,0.2341,0.1614,0.356,0.1561,0.7274,0.52,0.28,48,42,49,6,49,0.212
Tier 4,7,13,1,1,0,0.6482,0.4424,0.5838,0.3854,0.2245,0.6591,0.3831,0.59,0.598,0.322,75,81,70,-6,84,0.945
Tier 2,4,10,4,0,1,0.3225,0.5443,0.4256,0.1887,0.0472,0.2741,0.5111,0.4382,0.33,0.42,39,36,36,3,30,0.239
Tier 1,3,14,5,0,0,0.2629,0.413,0.3365,0.1923,0.0806,0.2688,0.3668,0.3669,0.28,0.48,30,32,32,-2,29,0.186
Tier 2,7,19,4,1,0,0.6251,0.4833,0.3606,0.1275,0.2243,0.68,0.4565,0.3974,0.3795,0.483,64,61,52,3,73,0.839
Tier 1,12,23,0,0,0,0.3272,0.5879,0.2922,0.2043,0.0418,0.3609,0.6238,0.3881,0.28,0.48,36,44,32,-8,32,0.196
Tier 4,4,23,2,0,1,0.4972,0.287,0.6805,0.3289,0.2238,0.4822,0.2718,0.7235,0.52,0.28,51,57,49,-6,44,0.533
Tier 1,1,15,0,0,0,0.3118,0.4561,0.4451,0.0426,0.1471,0.3403,0.4778,0.4522,0.28,0.48,33,39,32,-6,28,0.174
Tier 3,4,18,6,0,1,0.469,0.4544,0.673,0.2461,0.0901,0.4474,0.4224,0.7142,0.48,0.52,55,50,49,5,51,0.626
Tier 4,9,10,6,1,0,0.8904,0.3014,0.5717,0.3916,0.1347,0.9138,0.3136,0.5613,0.598,0.322,79,80,70,-1,87,0.964
Tier 2,5,21,0,0,1,0.3369,0.3466,0.4992,0.2033,0.2847,0.3015,0.342,0.4776,0.33,0.42,38,36,36,2,32,0.184
Tier 1,12,9,6,0,0,0.262,0.4445,0.2877,0.2511,0.0808,0.2167,0.426,0.2898,0.28,0.48,34,29,32,5,34,0.213
Tier 2,10,18,0,0,0,0.3535,0.2944,0.4721,0.1682,0.0931,0.3598,0.3495,0.5143,0.33,0.42,37,37,36,0,34,0.195
Tier 1,12,22,6,0,0,0.2722,0.5334,0.3698,0.2155,0.0,0.2773,0.529,0.3765,0.28,0.48,34,33,32,1,33,0.159
Tier 1,9,15,0,1,0,0.5145,0.4397,0.405,0.2401,0.1178,0.506,0.4738,0.4207,0.322,0.552,52,59,46,-7,67,0.502
Tier 3,10,2,2,0,0,0.417,0.4732,0.3899,0.2762,0.216,0.4161,0.4518,0.4349,0.48,0.52,44,45,49,-1,45,0.216
Tier 1,1,4,3,0,0,0.4036,0.4531,0.4399,0.1215,0.131,0.3779,0.4979,0.4207,0.28,0.48,37,37,32,0,37,0.165
Tier 1,9,15,5,1,0,0.581,0.4202,0.2393,0.2371,0.0645,0.5807,0.4074,0.1868,0.322,0.552,48,52,46,-4,62,0.247
Tier 2,6,11,2,1,1,0.5967,0.3564,0.5105,0.2437,0.1322,0.5869,0.3084,0.4272,0.3795,0.483,58,54,52,4,71,0.647
Tier 3,6,20,1,1,1,0.6372,0.5204,0.6813,0.2661,0.2281,0.597,0.5139,0.6784,0.552,0.598,82,74,71,8,98,0.86
Tier 2,3,9,6,0,0,0.3378,0.4308,0.4172,0.1712,0.2411,0.3383,0.3873,0.4166,0.33,0.42,41,37,36,4,42,0.206
Tier 1,10,20,0,0,0,0.2733,0.5371,0.3799,0.0053,0.1386,0.2744,0.4846,0.4151,0.28,0.48,35,33,32,2,36,0.229
Tier 1,1,22,2,0,0,0.2302,0.3685,0.3594,0.1651,0.0175,0.2271,0.3976,0.3535,0.28,0.48,27,27,32,0,24,0.077
Tier 3,5,4,5,0,1,0.4714,0.4393,0.6695,0.1863,0.2408,0.4551,0.4176,0.6813,0.48,0.52,50,49,49,1,45,0.483
Tier 1,5,13,3,0,1,0.3043,0.4117,0.3941,0.1949,0.0984,0.3111,0.4248,0.3964,0.28,0.48,33,37,32,-4,24,0.113
Tier 1,4,14,2,0,1,0.3957,0.48,0.527,0.1593,0.0965,0.3775,0.5786,0.5371,0.28,0.48,40,45,32,-5,43,0.195
Tier 2,1,1,2,0,0,0.3747,0.4714,0.3522,0.2603,0.1038,0.335,0.5179,0.3459,0.33,0.42,39,39,36,0,38,0.148
Tier 4,12,20,6,0,0,0.4849,0.2605,0.4701,0.3757,0.2912,0.5387,0.247,0.4818,0.52,0.28,51,49,49,2,46,0.575
Tier 1,8,7,6,1,0,0.5356,0.5372,0.3922,0.212,0.0384,0.53,0.4711,0.4088,0.322,0.552,59,52,46,7,73,0.666
Tier 3,5,9,3,0,1,0.4649,0.5213,0.5196,0.264,0.0309,0.4415,0.5555,0.5375,0.48,0.52,53,48,49,5,47,0.56
Tier 2,9,16,3,1,0,0.7058,0.5307,0.3832,0.2296,0.0812,0.6737,0.5452,0.3622,0.3795,0.483,64,64,52,0,75,0.783
Tier 4,3,11,5,0,0,0.4192,0.3249,0.4514,0.3249,0.2776,0.4603,0.3062,0.435,0.52,0.28,45,44,49,1,41,0.177
Tier 2,5,22,5,0,1,0.371,0.4437,0.5636,0.1627,0.0683,0.3731,0.4462,0.5577,0.33,0.42,40,41,36,-1,39,0.259
Tier 1,8,10,5,1,0,0.5561,0.5822,0.2555,0.2156,0.0741,0.4896,0.642,0.2438,0.322,0.552,53,51,46,2,61,0.539
Tier 3,4,12,6,0,1,0.4667,0.6238,0.59,0.3796,0.2309,0.4826,0.6538,0.5906,0.48,0.52,57,59,49,-2,55,0.649
Tier 1,10,12,1,0,0,0.327,0.4627,0.3276,0.1432,0.0173,0.265,0.4012,0.3543,0.28,0.48,32,27,32,5,27,0.152
Tier 3,1,4,1,0,0,0.3686,0.5442,0.4036,0.3479,0.1427,0.3648,0.5444,0.4134,0.48,0.52,45,45,49,0,44,0.239
Tier 4,5,5,5,0,1,0.4741,0.3056,0.7415,0.3924,0.2759,0.481,0.2681,0.7091,0.52,0.28,54,53,49,1,60,0.609
Tier 4,5,6,3,0,1,0.4498,0.234,0.8067,0.3371,0.2229,0.4114,0.2966,0.8267,0.52,0.28,51,51,49,0,49,0.521
Tier 1,7,2,1,1,0,0.5299,0.5128,0.3041,0.1474,0.0904,0.5079,0.5076,0.3048,0.322,0.552,50,48,46,2,59,0.475
Tier 3,1,23,1,0,0,0.4589,0.5345,0.485,0.3053,0.2339,0.5111,0.546,0.4422,0.48,0.52,50,56,49,-6,53,0.56
Tier 1,5,4,2,0,1,0.319,0.5315,0.4851,0.202,0.0042,0.3161,0.4963,0.4963,0.28,0.48,37,37,32,0,37,0.194
Tier 4,7,20,2,1,0,0.704,0.3806,0.5182,0.3699,0.2225,0.6878,0.382,0.4397,0.598,0.322,80,69,70,11,95,0.91
Tier 4,3,12,6,0,0,0.4768,0.1934,0.5671,0.316,0.2586,0.4924,0.2126,0.5684,0.52,0.28,45,47,49,-2,41,0.196
Tier 2,6,23,3,1,1,0.3869,0.4091,0.6212,0.2638,0.1537,0.3575,0.449,0.6164,0.3795,0.483,55,61,52,-6,55,0.575
Tier 1,8,10,4,1,0,0.3911,0.4238,0.3262,0.1373,0.0,0.434,0.3564,0.3498,0.322,0.552,41,42,46,-1,46,0.19
Tier 4,3,17,6,0,0,0.4779,0.3702,0.4314,0.3615,0.2121,0.4641,0.3843,0.439,0.52,0.28,52,48,49,4,51,0.543
Tier 3,4,16,0,0,1,0.4404,0.5202,0.5871,0.2332,0.1598,0.4357,0.5216,0.6238,0.48,0.52,50,50,49,0,48,0.482
Tier 3,11,3,0,0,0,0.4844,0.5802,0.4912,0.2936,0.1377,0.5632,0.5542,0.4245,0.48,0.52,51,52,49,-1,48,0.504
Tier 1,8,18,4,1,0,0.5923,0.5013,0.353,0.1898,0.1162,0.6482,0.4912,0.2947,0.322,0.552,60,56,46,4,71,0.714
Tier 1,11,10,5,0,0,0.2578,0.4812,0.3121,0.1445,0.1714,0.2013,0.5757,0.3472,0.28,0.48,31,32,32,-1,28,0.167
Tier 4,12,20,5,0,0,0.4606,0.2819,0.5127,0.3057,0.1674,0.4974,0.2141,0.5318,0.52,0.28,49,45,49,4,47,0.28
Tier 2,12,16,0,0,0,0.2877,0.3839,0.3503,0.2899,0.2175,0.2319,0.4242,0.383,0.33,0.42,35,36,36,-1,32,0.209
Tier 1,6,19,4,1,1,0.5219,0.6147,0.5275,0.1892,0.0296,0.4987,0.5573,0.5189,0.322,0.552,65,56,46,9,84,0.81
Tier 1,3,16,0,0,0,0.2558,0.4853,0.3483,0.1884,0.109,0.2251,0.4679,0.4387,0.28,0.48,32,33,32,-1,22,0.162
Tier 3,6,9,0,1,1,0.7336,0.4888,0.6913,0.2836,0.1702,0.7639,0.4675,0.6798,0.552,0.598,85,78,71,7,100,0.921
Tier 4,6,6,5,1,1,0.7577,0.277,0.7225,0.3306,0.2369,0.7211,0.3186,0.7341,0.598,0.322,77,81,70,-4,90,0.902
Tier 1,2,21,5,0,0,0.2232,0.5343,0.3326,0.2123,0.2038,0.1903,0.4973,0.3232,0.28,0.48,34,32,32,2,29,0.193
Tier 2,9,16,3,1,0,0.4579,0.3697,0.3731,0.1868,0.1934,0.4694,0.4404,0.3632,0.3795,0.483,48,52,52,-4,50,0.285
Tier 4,7,11,6,1,0,0.7524,0.1388,0.5907,0.4048,0.2771,0.676,0.1123,0.5671,0.598,0.322,70,65,70,5,80,0.899
Tier 2,4,12,5,0,1,0.3631,0.4542,0.3299,0.1812,0.0552,0.3791,0.4426,0.3305,0.33,0.42,35,34,36,1,36,0.217
Tier 4,5,12,6,0,1,0.5631,0.1999,0.7456,0.3934,0.213,0.4821,0.238,0.7219,0.52,0.28,54,52,49,2,64,0.576
Tier 1,6,12,1,1,1,0.4791,0.5747,0.4305,0.2289,0.0881,0.439,0.5748,0.4582,0.322,0.552,55,56,46,-1,57,0.57
Tier 4,8,9,0,1,0,0.7009,0.2091,0.507,0.3295,0.2636,0.6126,0.1798,0.4779,0.598,0.322,73,60,70,13,84,0.896
Tier 2,7,20,0,1,0,0.5926,0.4557,0.3873,0.1867,0.0289,0.6025,0.477,0.3243,0.3795,0.483,61,54,52,7,73,0.69
Tier 3,1,0,6,0,0,0.4456,0.4098,0.5626,0.202,0.2125,0.4442,0.4614,0.5309,0.48,0.52,46,46,49,0,38,0.248
Tier 4,7,22,0,1,0,0.6129,0.2663,0.5807,0.3948,0.1801,0.5494,0.2867,0.6344,0.598,0.322,67,65,70,2,76,0.857
Tier 1,6,8,2,1,1,0.5537,0.4056,0.3801,0.3204,0.0894,0.5638,0.3779,0.3997,0.322,0.552,58,53,46,5,74,0.65
Tier 3,8,23,2,1,0,0.6642,0.5339,0.5079,0.2937,0.1029,0.6767,0.5189,0.4847,0.552,0.598,70,76,71,-6,77,0.822
Tier 2,5,12,0,0,1,0.4348,0.4533,0.523,0.18,0.0,0.4057,0.482,0.5607,0.33,0.42,41,42,36,-1,42,0.195
Tier 1,6,12,1,1,1,0.5451,0.4569,0.4171,0.1197,0.0361,0.5715,0.4272,0.3758,0.322,0.552,50,50,46,0,63,0.515
Tier 2,9,10,1,1,0,0.4848,0.4246,0.3875,0.1649,0.0737,0.4576,0.506,0.371,0.3795,0.483,50,52,52,-2,55,0.527
Tier 3,5,7,6,0,1,0.5372,0.5433,0.7126,0.3027,0.2828,0.4724,0.5572,0.724,0.48,0.52,65,57,49,8,66,0.78
Tier 4,1,3,4,0,0,0.4001,0.3735,0.5061,0.48,0.2682,0.418,0.3501,0.4643,0.52,0.28,50,49,49,1,43,0.454
Tier 1,12,15,6,0,0,0.2225,0.5893,0.4528,0.1923,0.1089,0.209,0.5519,0.5078,0.28,0.48,36,40,32,-4,33,0.167
Tier 1,5,9,5,0,1,0.2548,0.5512,0.3913,0.208,0.1437,0.2491,0.5869,0.3972,0.28,0.48,39,37,32,2,35,0.193
Tier 1,4,14,5,0,1,0.1197,0.4148,0.4212,0.2369,0.0576,0.0869,0.4475,0.3565,0.28,0.48,28,27,32,1,21,0.098
Tier 2,3,17,1,0,0,0.3644,0.4726,0.4273,0.2865,0.2145,0.2793,0.4906,0.4061,0.33,0.42,46,38,36,8,38,0.177
Tier 1,4,13,6,0,1,0.318,0.5093,0.4782,0.1272,0.1446,0.3452,0.5127,0.4311,0.28,0.48,37,41,32,-4,38,0.175
Tier 2,6,7,0,1,1,0.515,0.4103,0.5465,0.1851,0.0,0.5627,0.4821,0.522,0.3795,0.483,60,57,52,3,70,0.73
Tier 1,10,23,3,0,0,0.2833,0.4324,0.2409,0.2319,0.136,0.3257,0.3937,0.3144,0.28,0.48,30,35,32,-5,22,0.126
Tier 4,7,15,2,1,0,0.8137,0.3299,0.4872,0.3189,0.226,0.8342,0.3799,0.469,0.598,0.322,74,83,70,-9,83,0.861
Tier 2,5,20,1,0,1,0.3479,0.4072,0.5484,0.1663,0.1692,0.2952,0.3741,0.5387,0.33,0.42,43,38,36,5,44,0.258
Tier 2,10,11,2,0,0,0.5462,0.4225,0.4652,0.2808,0.1998,0.6171,0.4057,0.4453,0.33,0.42,47,48,36,-1,53,0.282
Tier 2,6,23,1,1,1,0.5013,0.4017,0.5405,0.2063,0.0252,0.4781,0.4292,0.598,0.3795,0.483,54,60,52,-6,65,0.518
Tier 3,7,19,5,1,0,0.6533,0.4158,0.5621,0.2338,0.2792,0.6978,0.39,0.5193,0.552,0.598,75,68,71,7,87,0.877
Tier 4,5,11,4,0,1,0.5648,0.2959,0.6496,0.3073,0.2089,0.5321,0.2983,0.653,0.52,0.28,53,53,49,0,58,0.59
Tier 3,11,11,6,0,0,0.4938,0.5057,0.4729,0.2765,0.1968,0.4554,0.4471,0.499,0.48,0.52,49,48,49,1,47,0.268
Tier 1,9,11,0,1,0,0.5228,0.5273,0.2684,0.1142,0.0767,0.5221,0.5176,0.1934,0.322,0.552,48,47,46,1,59,0.277
Tier 4,9,20,5,1,0,0.5793,0.2493,0.4968,0.3298,0.2096,0.6372,0.2762,0.5351,0.598,0.322,67,65,70,2,71,0.794
Tier 2,11,8,6,0,0,0.3516,0.4219,0.3674,0.1979,0.2607,0.3187,0.459,0.3675,0.33,0.42,41,38,36,3,43,0.198
Tier 4,10,13,1,0,0,0.568,0.3018,0.5204,0.3623,0.1787,0.5557,0.2786,0.5565,0.52,0.28,51,55,49,-4,54,0.424
Tier 4,4,9,1,0,1,0.4903,0.2823,0.6618,0.4688,0.2545,0.5115,0.2165,0.6472,0.52,0.28,59,51,49,8,54,0.626
Tier 4,1,12,6,0,0,0.4434,0.3324,0.5114,0.3196,0.2197,0.4901,0.3326,0.533,0.52,0.28,47,48,49,-1,46,0.292
Tier 4,10,18,4,0,0,0.6058,0.315,0.5291,0.4341,0.2677,0.514,0.2728,0.5426,0.52,0.28,60,49,49,11,63,0.692
Tier 1,7,22,1,1,0,0.4628,0.4627,0.3695,0.1641,0.0769,0.4088,0.5036,0.3427,0.322,0.552,47,45,46,2,47,0.219
Tier 2,4,22,0,0,1,0.3455,0.4004,0.6687,0.2155,0.1771,0.2678,0.366,0.6252,0.33,0.42,43,38,36,5,44,0.225
Tier 3,9,17,0,1,0,0.6664,0.4821,0.5468,0.4043,0.1881,0.704,0.4959,0.577,0.552,0.598,81,75,71,6,93,0.936
Tier 4,7,19,5,1,0,0.6709,0.158,0.4901,0.4106,0.125,0.6238,0.1642,0.4855,0.598,0.322,68,60,70,8,78,0.896
Tier 4,7,8,4,1,0,0.6484,0.3686,0.456,0.401,0.1976,0.6026,0.3487,0.4778,0.598,0.322,76,67,70,9,91,0.865
Tier 4,11,6,6,0,0,0.4446,0.2017,0.466,0.4163,0.2536,0.4228,0.2013,0.5222,0.52,0.28,44,46,49,-2,34,0.229
Tier 1,8,11,3,1,0,0.5361,0.4935,0.3636,0.2014,0.0259,0.5006,0.4806,0.4062,0.322,0.552,51,50,46,1,62,0.568
Tier 2,11,8,5,0,0,0.3275,0.3147,0.4188,0.3483,0.1827,0.296,0.2714,0.3807,0.33,0.42,40,35,36,5,36,0.195
Tier 2,4,15,0,0,1,0.311,0.5141,0.4691,0.2908,0.1473,0.3593,0.5774,0.4725,0.33,0.42,41,49,36,-8,38,0.155
Tier 2,1,20,2,0,0,0.4231,0.4347,0.3102,0.0959,0.0003,0.454,0.41,0.292,0.33,0.42,38,35,36,3,37,0.193
Tier 1,12,19,5,0,0,0.275,0.3856,0.2708,0.2162,0.0591,0.3232,0.4795,0.2971,0.28,0.48,31,34,32,-3,27,0.161
Tier 3,12,11,6,0,0,0.6008,0.4886,0.4176,0.2119,0.1669,0.5607,0.5555,0.4263,0.48,0.52,50,51,49,-1,52,0.461
Tier 4,10,20,3,0,0,0.4655,0.3009,0.5512,0.3862,0.1307,0.4655,0.2598,0.5673,0.52,0.28,52,46,49,6,52,0.61
Tier 4,9,17,2,1,0,0.7701,0.2702,0.501,0.3375,0.1744,0.7802,0.2247,0.4254,0.598,0.322,77,67,70,10,86,0.862
Tier 4,11,4,5,0,0,0.5374,0.2206,0.5117,0.4559,0.2591,0.4826,0.1696,0.5177,0.52,0.28,50,44,49,6,57,0.51
Tier 3,2,15,6,0,0,0.507,0.5358,0.4761,0.2403,0.211,0.5682,0.5157,0.4353,0.48,0.52,50,55,49,-5,56,0.436
Tier 4,1,12,5,0,0,0.5464,0.3186,0.4121,0.2912,0.2248,0.5406,0.3394,0.4065,0.52,0.28,47,48,49,-1,50,0.203
Tier 1,9,16,3,1,0,0.5241,0.4818,0.358,0.2168,0.0,0.4785,0.441,0.3254,0.322,0.552,50,46,46,4,64,0.491
Tier 2,5,14,6,0,1,0.3149,0.3777,0.5354,0.2322,0.1884,0.3469,0.2856,0.5292,0.33,0.42,38,41,36,-3,39,0.181
Tier 4,6,6,6,1,1,0.7305,0.2118,0.604,0.3935,0.2729,0.7316,0.1627,0.6058,0.598,0.322,72,72,70,0,82,0.85
Tier 3,12,21,4,0,0,0.5304,0.5034,0.5366,0.2969,0.127,0.5328,0.5558,0.5306,0.48,0.52,52,52,49,0,55,0.528
Tier 4,9,8,6,1,0,0.7692,0.2127,0.6132,0.2698,0.3599,0.8382,0.2184,0.5473,0.598,0.322,80,74,70,6,87,0.909
Tier 1,9,1,4,1,0,0.4306,0.4371,0.3078,0.1455,0.2247,0.4092,0.4547,0.3136,0.322,0.552,45,46,46,-1,50,0.233
Tier 4,6,11,0,1,1,0.7335,0.2835,0.6617,0.2953,0.2163,0.7431,0.2996,0.6689,0.598,0.322,73,74,70,-1,82,0.909
Tier 2,11,3,4,0,0,0.3167,0.4308,0.44,0.1774,0.1758,0.3181,0.5117,0.4314,0.33,0.42,37,39,36,-2,30,0.169
Tier 1,9,17,1,1,0,0.5328,0.454,0.1868,0.1781,0.0345,0.5381,0.5161,0.2176,0.322,0.552,49,49,46,0,59,0.214
Tier 1,4,22,2,0,1,0.239,0.4244,0.3916,0.262,0.0,0.2938,0.4742,0.4116,0.28,0.48,31,34,32,-3,27,0.174
Tier 3,11,22,2,0,0,0.4802,0.4574,0.5489,0.3811,0.1664,0.4846,0.397,0.5323,0.48,0.52,51,49,49,2,47,0.512
Tier 2,6,14,5,1,1,0.5032,0.4033,0.5554,0.1019,0.1355,0.5172,0.3805,0.5362,0.3795,0.483,54,58,52,-4,65,0.584
Tier 2,4,4,5,0,1,0.204,0.4592,0.5126,0.336,0.0685,0.1693,0.4511,0.5291,0.33,0.42,37,34,36,3,36,0.157
Tier 1,3,16,2,0,0,0.3622,0.4528,0.266,0.2166,0.1965,0.3789,0.5032,0.3331,0.28,0.48,34,37,32,-3,27,0.183
Tier 1,9,9,3,1,0,0.4757,0.5546,0.3903,0.2142,0.1179,0.4961,0.557,0.3879,0.322,0.552,58,56,46,2,60,0.667
Tier 4,2,20,5,0,0,0.5249,0.1833,0.4998,0.446,0.175,0.6095,0.2302,0.5159,0.52,0.28,51,51,49,0,56,0.563
Tier 2,10,17,1,0,0,0.2931,0.4837,0.2974,0.1481,0.2541,0.2927,0.4621,0.3519,0.33,0.42,38,37,36,1,34,0.181
Tier 2,10,9,4,0,0,0.3487,0.4617,0.3495,0.2302,0.156,0.4002,0.4918,0.2892,0.33,0.42,41,38,36,3,40,0.233
Tier 3,7,7,3,1,0,0.6861,0.5039,0.4842,0.2925,0.1416,0.6373,0.4219,0.5348,0.552,0.598,77,67,71,10,91,0.862
Tier 4,7,5,0,1,0,0.6159,0.3031,0.5376,0.2461,0.2416,0.5999,0.2708,0.5243,0.598,0.322,64,59,70,5,72,0.797
Tier 4,3,16,4,0,0,0.5105,0.3183,0.367,0.2997,0.2534,0.4982,0.3522,0.2948,0.52,0.28,45,44,49,1,48,0.255
Tier 1,8,2,4,1,0,0.5497,0.5421,0.4423,0.256,0.0523,0.5554,0.5277,0.5235,0.322,0.552,57,59,46,-2,70,0.603
Tier 2,7,15,1,1,0,0.545,0.3637,0.2787,0.2671,0.1945,0.5633,0.3564,0.228,0.3795,0.483,51,53,52,-2,61,0.552
Tier 2,9,16,5,1,0,0.5936,0.3211,0.3384,0.1768,0.0,0.6163,0.3112,0.3339,0.3795,0.483,48,50,52,-2,57,0.257
Tier 3,1,9,4,0,0,0.5435,0.5378,0.5214,0.2713,0.1751,0.5481,0.5077,0.4986,0.48,0.52,58,54,49,4,68,0.62
Tier 2,12,16,6,0,0,0.2448,0.3486,0.3881,0.0515,0.1047,0.3011,0.3879,0.3677,0.33,0.42,28,31,36,-3,28,0.124
Tier 1,3,3,3,0,0,0.2659,0.446,0.2401,0.1668,0.0822,0.2155,0.4719,0.2595,0.28,0.48,29,28,32,1,21,0.159
Tier 1,10,5,5,0,0,0.2402,0.4266,0.2446,0.1635,0.1946,0.2199,0.383,0.2707,0.28,0.48,29,27,32,2,28,0.209
Tier 4,7,20,0,1,0,0.564,0.2059,0.3491,0.3455,0.2794,0.5682,0.2615,0.3823,0.598,0.322,61,61,70,0,70,0.722
